Cell	WGCNAcluster	Name	Age_in_Weeks	RegionName	Laminae	Area	cell type
S1.G4	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.H4	nIN4	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.A5	MGE-IPC2	Sample9	11.0	GE	0	MGE	MGE Progenitors
S1.B5	MGE-RG1	Sample9	11.0	GE	0	MGE	MGE Radial Glia 1
S1.E5	MGE-RG1	Sample9	11.0	GE	0	MGE	MGE Radial Glia 1
S1.F5	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.G5	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.H5	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.A6	MGE-IPC2	Sample9	11.0	GE	0	MGE	MGE Progenitors
S1.C6	MGE-IPC2	Sample9	11.0	GE	0	MGE	MGE Progenitors
S1.F6	IN-STR	Sample9	11.0	GE	0	MGE	Striatal neurons
S1.G6	IN-STR	Sample9	11.0	GE	0	MGE	Striatal neurons
S1.C7	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.F7	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.H7	IN-CTX-CGE1	Sample9	11.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S1.A8	IN-CTX-CGE1	Sample9	11.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S1.B8	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.C8	MGE-RG2	Sample9	11.0	GE	0	MGE	MGE Radial Glia 2
S1.E8	MGE-IPC3	Sample9	11.0	GE	0	MGE	MGE Progenitors
S1.F8	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.G8	MGE-IPC2	Sample9	11.0	GE	0	MGE	MGE Progenitors
S1.H8	nIN4	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.B9	nIN3	Sample9	11.0	GE	0	MGE	MGE newborn neurons
S1.C9	IN-STR	Sample9	11.0	GE	0	MGE	Striatal neurons
S1.D9	RG-div1	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (G2/M-phase)
S1.E9	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S1.F9	EN-PFC3	Sample9	11.0	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S1.H9	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S1.B10	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S1.F10	oRG	Sample9	11.0	Cortex	All	PFC	Outer Radial Glia
S1.G10	nEN-early1	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S1.A11	EN-V1-2	Sample9	11.0	Cortex	All	PFC	Early and Late Born Excitatory Neuron V1
S1.F11	RG-div1	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (G2/M-phase)
S1.G11	vRG	Sample9	11.0	Cortex	All	PFC	Ventricular Radial Glia
S1.H11	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S1.A12	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S1.B12	nEN-early2	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S1.C12	nEN-early2	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S1.D12	nEN-early2	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S1.E12	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S1.F12	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S1.H12	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.D1	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.E1	IPC-div1	Sample9	11.0	Cortex	All	PFC	Dividing Intermediate Progenitor Cells RG-like
S2.G1	vRG	Sample9	11.0	Cortex	All	PFC	Ventricular Radial Glia
S2.A2	IPC-nEN1	Sample9	11.0	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S2.C2	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.D2	EN-V1-1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.F2	nEN-early2	Sample9	11.0	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S2.G2	EN-PFC1	Sample9	11.0	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S2.D3	RG-div2	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (S-phase)
S2.E3	RG-div1	Sample9	11.0	Cortex	All	PFC	Dividing Radial Glia (G2/M-phase)
S2.H3	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.B4	nEN-early1	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.D4	RG-div2	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (S-phase)
S2.G4	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.H4	RG-div2	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (S-phase)
S2.B5	nEN-early2	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.C5	RG-div2	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (S-phase)
S2.E5	nEN-early2	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.F5	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.G5	nEN-early2	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.A6	nEN-early1	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.C6	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.D6	nEN-early2	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.E6	IPC-div2	Sample9	11.0	Cortex	All	0	Intermediate Progenitor Cells RG-like
S2.G6	RG-div2	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (S-phase)
S2.H6	nEN-early2	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.A7	vRG	Sample9	11.0	Cortex	All	0	Ventricular Radial Glia
S2.B7	nEN-early2	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.C7	RG-div1	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (G2/M-phase)
S2.D7	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.E7	nEN-early1	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.F7	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.H7	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.A8	RG-div2	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (S-phase)
S2.C8	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.D8	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.F8	nEN-early1	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.C9	nEN-early1	Sample9	11.0	Cortex	All	0	Newborn Excitatory Neuron - early born
S2.D9	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.E9	RG-div1	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (G2/M-phase)
S2.F9	EN-PFC1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron PFC
S2.G9	IPC-div2	Sample9	11.0	Cortex	All	0	Intermediate Progenitor Cells RG-like
S2.H9	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.A10	RG-div2	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (S-phase)
S2.C10	EN-PFC1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron PFC
S2.E10	IPC-div1	Sample9	11.0	Cortex	All	0	Dividing Intermediate Progenitor Cells RG-like
S2.H10	RG-div1	Sample9	11.0	Cortex	All	0	Dividing Radial Glia (G2/M-phase)
S2.B11	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.C11	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.D11		Sample9	11.0	Cortex	All	0	None
S2.F11	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.G11	vRG	Sample9	11.0	Cortex	All	0	Ventricular Radial Glia
S2.H11	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.A12	EN-V1-1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron V1
S2.D12	EN-PFC1	Sample9	11.0	Cortex	All	0	Early Born Deep Layer/subplate Excitatory Neuron PFC
S2.H12	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.A1	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.B1	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.C1	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.D1	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.E1	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.F1	IPC-nEN1	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.G1	IPC-nEN3	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.A2	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.C2	tRG	Sample10	14.5	Cortex	VZ	0	Truncated Radial Glia
S3.E2	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.F2	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.G2	IPC-nEN1	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.D3	RG-div2	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (S-phase)
S3.E3	IPC-nEN1	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.F3	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.G3	tRG	Sample10	14.5	Cortex	VZ	0	Truncated Radial Glia
S3.H3	tRG	Sample10	14.5	Cortex	VZ	0	Truncated Radial Glia
S3.B4	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.C4	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.E4	IN-CTX-MGE1	Sample10	14.5	Cortex	VZ	0	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S3.F4	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.H4	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.A5	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.B5	IN-CTX-CGE2	Sample10	14.5	Cortex	VZ	0	CGE/LGE-derived inhibitory neurons
S3.C5	IN-CTX-CGE1	Sample10	14.5	Cortex	VZ	0	CGE/LGE-derived inhibitory neurons
S3.D5	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.E5	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.F5	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.G5	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.H5	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.A6	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.B6	tRG	Sample10	14.5	Cortex	VZ	0	Truncated Radial Glia
S3.C6	RG-div2	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (S-phase)
S3.E6	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.G6	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.H6	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.A7	IN-CTX-MGE1	Sample10	14.5	Cortex	VZ	0	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S3.D7	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.E7	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.G7	IPC-div1	Sample10	14.5	Cortex	VZ	0	Dividing Intermediate Progenitor Cells RG-like
S3.H7	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.A8	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.B8	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.C8	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.D8	tRG	Sample10	14.5	Cortex	VZ	0	Truncated Radial Glia
S3.E8	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.F8	IN-CTX-MGE1	Sample10	14.5	Cortex	VZ	0	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S3.A9	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.D9	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.E9	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.F9	IPC-nEN2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells EN-like
S3.H9	IPC-div2	Sample10	14.5	Cortex	VZ	0	Intermediate Progenitor Cells RG-like
S3.A10	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.B10	RG-div1	Sample10	14.5	Cortex	VZ	0	Dividing Radial Glia (G2/M-phase)
S3.C10	vRG	Sample10	14.5	Cortex	VZ	0	Ventricular Radial Glia
S3.G10	nEN-late	Sample10	14.5	Cortex	SVZ	0	Newborn Excitatory Neuron - late born
S4.E4	Mural	Sample10	14.5	Cortex	SVZ	0	Mural/Pericyte
S14.C11	nEN-early2	Sample11	19.0	Cortex	CP	PFC	Newborn Excitatory Neuron - early born
S14.F11	IN-CTX-CGE2	Sample11	19.0	Cortex	CP	PFC	CGE/LGE-derived inhibitory neurons
S14.H11	IN-CTX-MGE1	Sample11	19.0	Cortex	CP	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S14.A12	EN-PFC2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S14.B12	EN-PFC2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S14.G12	nEN-early2	Sample11	19.0	Cortex	CP	PFC	Newborn Excitatory Neuron - early born
S14.H12		Sample11	19.0	Cortex	CP	PFC	None
S15.D1	MGE-IPC1	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.E1	MGE-div	Sample12	13.0	GE	0	MGE	dividing MGE Progenitors
S15.G1	MGE-RG2	Sample12	13.0	GE	0	MGE	MGE Radial Glia 2
S15.A2	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.E2	MGE-IPC2	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.F2	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.G2	nIN2	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.H2	OPC	Sample12	13.0	GE	0	MGE	Oligodendrocyte progenitor cell
S15.A3	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.B3	nIN5	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.C3	nIN2	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.D3	nIN4	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.E3	MGE-div	Sample12	13.0	GE	0	MGE	dividing MGE Progenitors
S15.A4	MGE-IPC1	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.C4	nIN5	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.D4	MGE-IPC3	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.F4	nIN1	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.G4	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.H4	MGE-IPC2	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.A5	MGE-RG1	Sample12	13.0	GE	0	MGE	MGE Radial Glia 1
S15.B5	nIN3	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.E5	MGE-IPC3	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.F5	MGE-IPC2	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.B6	IN-STR	Sample12	13.0	GE	0	MGE	Striatal neurons
S15.C6	IN-STR	Sample12	13.0	GE	0	MGE	Striatal neurons
S15.E6	MGE-IPC1	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.H6	nIN1	Sample12	13.0	GE	0	MGE	MGE newborn neurons
S15.D7	MGE-RG2	Sample12	13.0	GE	0	MGE	MGE Radial Glia 2
S15.E7	IN-STR	Sample12	13.0	GE	0	MGE	Striatal neurons
S15.F7	MGE-IPC1	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.H7	MGE-div	Sample12	13.0	GE	0	MGE	dividing MGE Progenitors
S15.A8	MGE-IPC2	Sample12	13.0	GE	0	MGE	MGE Progenitors
S15.B8	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.D8	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.F8	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S15.G8	nIN2	Sample12	13.0	GE	0	LGE	MGE newborn neurons
S15.H8	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.A9	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S15.C9	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.E9	IN-CTX-CGE1	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S15.F9	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S15.G9	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.A10	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S15.B10	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S15.D10	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.E10	MGE-IPC2	Sample12	13.0	GE	0	LGE	MGE Progenitors
S15.F10	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.A11	IN-STR	Sample12	13.0	GE	0	LGE	Striatal neurons
S15.B11	MGE-RG1	Sample12	13.0	GE	0	LGE	MGE Radial Glia 1
S15.C11	MGE-IPC2	Sample12	13.0	GE	0	LGE	MGE Progenitors
S15.G11	IN-CTX-CGE1	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S15.A12	nIN3	Sample12	13.0	GE	0	LGE	MGE newborn neurons
S15.B12	IN-CTX-CGE1	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S15.C12	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S15.D12	nIN3	Sample12	13.0	GE	0	LGE	MGE newborn neurons
S15.F12	IN-CTX-CGE2	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S15.G12	IN-CTX-CGE1	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S15.H12	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S16.C1	IPC-nEN2	Sample12	13.0	GE	0	LGE	Intermediate Progenitor Cells EN-like
S16.F1	nEN-late	Sample12	13.0	GE	0	LGE	Newborn Excitatory Neuron - late born
S16.H1	oRG	Sample12	13.0	GE	0	LGE	Outer Radial Glia
S16.A2	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S16.B2	IN-CTX-CGE1	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S16.C2	Mural	Sample12	13.0	GE	0	LGE	Mural/Pericyte
S16.E2	IN-CTX-CGE1	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S16.F2	RG-div1	Sample12	13.0	GE	0	LGE	Dividing Radial Glia (G2/M-phase)
S16.G2	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S16.H2	IN-CTX-MGE1	Sample12	13.0	GE	0	LGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S16.A3	IN-CTX-CGE1	Sample12	13.0	GE	0	LGE	CGE/LGE-derived inhibitory neurons
S16.E3	vRG	Sample12	13.0	Cortex	VZ	PFC	Ventricular Radial Glia
S16.A4	oRG	Sample12	13.0	Cortex	VZ	PFC	Outer Radial Glia
S16.D4	IPC-nEN2	Sample12	13.0	Cortex	VZ	PFC	Intermediate Progenitor Cells EN-like
S16.E4	IN-CTX-CGE2	Sample12	13.0	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
S16.F4	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S16.B5	RG-div1	Sample12	13.0	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
S16.E5	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S16.G5	IN-CTX-MGE1	Sample12	13.0	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S16.A6	nEN-early2	Sample12	13.0	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
S16.B6	IN-CTX-MGE1	Sample12	13.0	Cortex	VZ	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S16.C6	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S16.D6	vRG	Sample12	13.0	Cortex	VZ	PFC	Ventricular Radial Glia
S16.E6	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S16.F6	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S16.A7	nEN-early2	Sample12	13.0	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
S16.B7	nEN-early2	Sample12	13.0	Cortex	VZ	PFC	Newborn Excitatory Neuron - early born
S16.C7	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S16.E7	IN-CTX-CGE2	Sample12	13.0	Cortex	VZ	PFC	CGE/LGE-derived inhibitory neurons
S16.B8	RG-div1	Sample12	13.0	Cortex	VZ	PFC	Dividing Radial Glia (G2/M-phase)
S16.D8	vRG	Sample12	13.0	Cortex	VZ	PFC	Ventricular Radial Glia
S16.E8	vRG	Sample12	13.0	Cortex	VZ	PFC	Ventricular Radial Glia
S16.G8	tRG	Sample12	13.0	Cortex	VZ	PFC	Truncated Radial Glia
S16.G9	nEN-early2	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
S16.C10	IPC-nEN2	Sample12	13.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
S16.D10	nEN-early2	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
S16.F10	nEN-late	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
S16.B11	nEN-early2	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - early born
S16.D11	IPC-nEN2	Sample12	13.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
S16.A12	nEN-late	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
S17.A1	IPC-nEN3	Sample12	13.0	Cortex	SVZ	PFC	Intermediate Progenitor Cells EN-like
S17.C1	nEN-late	Sample12	13.0	Cortex	SVZ	PFC	Newborn Excitatory Neuron - late born
S17.H1	EN-PFC3	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.B2	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.D2	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.F2	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.G2	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.H2	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.A3	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.C3	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.D3	nEN-early2	Sample12	13.0	Cortex	CP	PFC	Newborn Excitatory Neuron - early born
S17.E3	IN-CTX-MGE1	Sample12	13.0	Cortex	CP	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S17.F3	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.B5	EN-PFC3	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.E6	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.G6	IN-CTX-MGE1	Sample12	13.0	Cortex	CP	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S17.H6	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.A7	nEN-early2	Sample12	13.0	Cortex	CP	PFC	Newborn Excitatory Neuron - early born
S17.B7	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.C7	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
