Cell	WGCNAcluster	Name	Age_in_Weeks	RegionName	Laminae	Area	cell type
S17.D7	IN-CTX-MGE1	Sample12	13.0	Cortex	CP	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S17.F7	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.H7	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.C8	EN-PFC3	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.D8	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.E8	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.B9	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.E9	EN-PFC3	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.F9	EN-PFC2	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.H9	EN-PFC1	Sample12	13.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S17.C10	EN-PFC3	Sample12	13.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S17.D10	IN-STR	Sample11	19.0	GE	0	MGE	Striatal neurons
S17.E10	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S17.F10	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S17.G10	oRG	Sample11	19.0	GE	0	MGE	Outer Radial Glia
S17.C11	IN-STR	Sample11	19.0	GE	0	MGE	Striatal neurons
S17.E11	nIN2	Sample11	19.0	GE	0	MGE	MGE newborn neurons
S17.F11	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S17.B12	IN-CTX-MGE1	Sample11	19.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S17.C12	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S17.F12	MGE-div	Sample11	19.0	GE	0	MGE	dividing MGE Progenitors
S17.G12	IN-CTX-MGE1	Sample11	19.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S17.H12	IN-CTX-MGE1	Sample11	19.0	GE	0	MGE	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S19.B1	vRG	Sample11	19.0	GE	0	MGE	Ventricular Radial Glia
S19.G1	EN-PFC2	Sample11	19.0	GE	0	MGE	Early and Late Born Excitatory Neuron PFC
S19.D2	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S19.G2	nIN5	Sample11	19.0	GE	0	MGE	MGE newborn neurons
S19.C3	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S19.D3	IN-CTX-CGE2	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S19.F3	IN-CTX-CGE1	Sample11	19.0	GE	0	MGE	CGE/LGE-derived inhibitory neurons
S19.G3	nIN3	Sample11	19.0	GE	0	MGE	MGE newborn neurons
S19.A4	MGE-RG1	Sample11	19.0	GE	0	MGE	MGE Radial Glia 1
S19.C4	IPC-nEN1	Sample13	14.2	Cortex	All	V1	Intermediate Progenitor Cells EN-like
S19.E4	nEN-early2	Sample13	14.2	Cortex	All	V1	Newborn Excitatory Neuron - early born
S19.F4	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.G4	tRG	Sample13	14.2	Cortex	All	V1	Truncated Radial Glia
S19.D5	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.G5	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.H5	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.A6	IPC-nEN3	Sample13	14.2	Cortex	All	V1	Intermediate Progenitor Cells EN-like
S19.G6	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.A7	nEN-late	Sample13	14.2	Cortex	All	V1	Newborn Excitatory Neuron - late born
S19.B7	tRG	Sample13	14.2	Cortex	All	V1	Truncated Radial Glia
S19.C7	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.D7	EN-V1-1	Sample13	14.2	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S19.E7	RG-div1	Sample13	14.2	Cortex	All	V1	Dividing Radial Glia (G2/M-phase)
S19.F7	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.G7	EN-PFC3	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.A8	EN-PFC1	Sample13	14.2	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S19.B8	EN-PFC1	Sample13	14.2	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S19.D8	EN-PFC1	Sample13	14.2	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S19.F8	IN-CTX-MGE1	Sample13	14.2	Cortex	All	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S19.G8	IPC-nEN2	Sample13	14.2	Cortex	All	V1	Intermediate Progenitor Cells EN-like
S19.A9	IN-CTX-CGE2	Sample13	14.2	Cortex	All	V1	CGE/LGE-derived inhibitory neurons
S19.B9	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.E9	RG-div1	Sample13	14.2	Cortex	All	V1	Dividing Radial Glia (G2/M-phase)
S19.H9	EN-V1-2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron V1
S19.B10	EN-PFC1	Sample13	14.2	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S19.C10	tRG	Sample13	14.2	Cortex	All	V1	Truncated Radial Glia
S19.D10	IN-CTX-MGE2	Sample13	14.2	Cortex	All	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S19.E10	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.F10	IN-CTX-MGE1	Sample13	14.2	Cortex	All	V1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S19.G10	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.A11		Sample13	14.2	Cortex	All	V1	None
S19.D11	tRG	Sample13	14.2	Cortex	All	V1	Truncated Radial Glia
S19.H11	IN-CTX-CGE1	Sample13	14.2	Cortex	All	V1	CGE/LGE-derived inhibitory neurons
S19.B12	nEN-late	Sample13	14.2	Cortex	All	V1	Newborn Excitatory Neuron - late born
S19.C12	nEN-late	Sample13	14.2	Cortex	All	V1	Newborn Excitatory Neuron - late born
S19.D12	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.E12	EN-PFC2	Sample13	14.2	Cortex	All	V1	Early and Late Born Excitatory Neuron PFC
S19.G12	IN-STR	Sample13	14.2	GE	0	MGE	Striatal neurons
S19.H12	MGE-RG1	Sample13	14.2	GE	0	MGE	MGE Radial Glia 1
S20.C1	IPC-div2	Sample13	14.2	GE	0	MGE	Intermediate Progenitor Cells RG-like
S20.D1	nEN-early2	Sample13	14.2	GE	0	MGE	Newborn Excitatory Neuron - early born
S20.E1	EN-PFC2	Sample13	14.2	GE	0	MGE	Early and Late Born Excitatory Neuron PFC
S20.G1	MGE-IPC3	Sample13	14.2	GE	0	MGE	MGE Progenitors
S20.H1	IPC-nEN2	Sample13	14.2	GE	0	MGE	Intermediate Progenitor Cells EN-like
S20.B2	MGE-RG2	Sample13	14.2	GE	0	MGE	MGE Radial Glia 2
S20.G2	MGE-IPC1	Sample13	14.2	GE	0	MGE	MGE Progenitors
S20.H2	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.A3	IN-STR	Sample13	14.2	GE	0	MGE	Striatal neurons
S20.D3	MGE-RG2	Sample13	14.2	GE	0	MGE	MGE Radial Glia 2
S20.E3	MGE-RG1	Sample13	14.2	GE	0	MGE	MGE Radial Glia 1
S20.H3	nIN1	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.A4	MGE-div	Sample13	14.2	GE	0	MGE	dividing MGE Progenitors
S20.B4		Sample13	14.2	GE	0	MGE	None
S20.C4	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.D4	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.E4	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.F4	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.A5	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.B5	IN-STR	Sample13	14.2	GE	0	MGE	Striatal neurons
S20.E5	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.G5	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.A6	MGE-RG2	Sample13	14.2	GE	0	MGE	MGE Radial Glia 2
S20.B6	nIN4	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.D6	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.E6	MGE-div	Sample13	14.2	GE	0	MGE	dividing MGE Progenitors
S20.F6	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.G6	MGE-IPC1	Sample13	14.2	GE	0	MGE	MGE Progenitors
S20.F7	nIN2	Sample13	14.2	GE	0	MGE	MGE newborn neurons
S20.A8	MGE-RG2	Sample13	14.2	GE	0	MGE	MGE Radial Glia 2
S20.C8	IN-CTX-CGE1	Sample13	14.2	Cortex	All	PFC	CGE/LGE-derived inhibitory neurons
S20.F8	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S20.H8	nEN-late	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - late born
S20.A9	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S20.E9	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S20.G9	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S20.A10	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S20.B10	EN-PFC3	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S20.C10	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S20.D10	IN-CTX-CGE2	Sample13	14.2	Cortex	All	PFC	CGE/LGE-derived inhibitory neurons
S20.F10	IN-CTX-MGE1	Sample13	14.2	Cortex	All	PFC	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S20.G10	vRG	Sample13	14.2	Cortex	All	PFC	Ventricular Radial Glia
S20.H10	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S20.C11	EN-PFC3	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S20.E11	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S20.F11	Mural	Sample13	14.2	Cortex	All	PFC	Mural/Pericyte
S20.G11	RG-div2	Sample13	14.2	Cortex	All	PFC	Dividing Radial Glia (S-phase)
S20.H11	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S20.A12	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S20.C12	IPC-div2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells RG-like
S20.D12	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S20.E12	IN-CTX-CGE1	Sample13	14.2	Cortex	All	PFC	CGE/LGE-derived inhibitory neurons
S21.A1	tRG	Sample13	14.2	Cortex	All	PFC	Truncated Radial Glia
S21.C1	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S21.D1	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S21.E1	nEN-late	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - late born
S21.F1	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S21.H1	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S21.A2	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S21.B2	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S21.C2	EN-PFC3	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S21.G2	oRG	Sample13	14.2	Cortex	All	PFC	Outer Radial Glia
S21.A3	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S21.C3	nEN-late	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - late born
S21.E3	vRG	Sample13	14.2	Cortex	All	PFC	Ventricular Radial Glia
S21.F3	nEN-early2	Sample13	14.2	Cortex	All	PFC	Newborn Excitatory Neuron - early born
S21.H3	IPC-nEN2	Sample13	14.2	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S21.A4	EN-PFC2	Sample13	14.2	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S21.B4	nEN-late	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - late born
S21.E4	nEN-late	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - late born
S21.H4	EN-PFC1	Sample13	14.2	Cortex	All	M1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S21.A5	IPC-nEN3	Sample13	14.2	Cortex	All	M1	Intermediate Progenitor Cells EN-like
S21.B5	nEN-late	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - late born
S21.E5	tRG	Sample13	14.2	Cortex	All	M1	Truncated Radial Glia
S21.F5	EN-PFC2	Sample13	14.2	Cortex	All	M1	Early and Late Born Excitatory Neuron PFC
S21.G5	EN-PFC2	Sample13	14.2	Cortex	All	M1	Early and Late Born Excitatory Neuron PFC
S21.B6	IPC-nEN2	Sample13	14.2	Cortex	All	M1	Intermediate Progenitor Cells EN-like
S21.D6	oRG	Sample13	14.2	Cortex	All	M1	Outer Radial Glia
S21.F6	vRG	Sample13	14.2	Cortex	All	M1	Ventricular Radial Glia
S21.G6	tRG	Sample13	14.2	Cortex	All	M1	Truncated Radial Glia
S21.C7	nEN-early2	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - early born
S21.D7	IPC-nEN2	Sample13	14.2	Cortex	All	M1	Intermediate Progenitor Cells EN-like
S21.A8	IN-CTX-MGE1	Sample13	14.2	Cortex	All	M1	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched
S21.C8	nEN-early2	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - early born
S21.D8	nEN-early2	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - early born
S21.F8	IPC-nEN2	Sample13	14.2	Cortex	All	M1	Intermediate Progenitor Cells EN-like
S21.H8	IN-CTX-CGE2	Sample13	14.2	Cortex	All	M1	CGE/LGE-derived inhibitory neurons
S21.A9	IPC-nEN2	Sample13	14.2	Cortex	All	M1	Intermediate Progenitor Cells EN-like
S21.B9	nEN-early2	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - early born
S21.H9	nEN-late	Sample13	14.2	Cortex	All	M1	Newborn Excitatory Neuron - late born
S21.A10	tRG	Sample13	14.2	Cortex	All	M1	Truncated Radial Glia
S21.B10	IPC-nEN2	Sample13	14.2	Cortex	All	M1	Intermediate Progenitor Cells EN-like
S21.G10	MGE-IPC1	Sample13	14.2	Cortex	All	M1	MGE Progenitors
S22.B7	RG-div2	Sample14	13.3	Cortex	All	M1	Dividing Radial Glia (S-phase)
S22.G7	RG-div2	Sample14	13.3	Cortex	All	M1	Dividing Radial Glia (S-phase)
S22.F8	IN-CTX-CGE2	Sample14	13.3	Cortex	All	M1	CGE/LGE-derived inhibitory neurons
S22.G8	EN-PFC1	Sample14	13.3	Cortex	All	M1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S22.C9	vRG	Sample14	13.3	Cortex	All	M1	Ventricular Radial Glia
S22.F9	nEN-early2	Sample14	13.3	Cortex	All	M1	Newborn Excitatory Neuron - early born
S22.G9	nEN-early2	Sample14	13.3	Cortex	All	M1	Newborn Excitatory Neuron - early born
S22.C10	EN-V1-2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron V1
S22.D10	EN-V1-2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron V1
S22.E10	IN-CTX-CGE2	Sample11	19.0	Cortex	CP	PFC	CGE/LGE-derived inhibitory neurons
S22.A11	EN-PFC3	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S22.B11	EN-V1-2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron V1
S22.D11	nEN-early2	Sample11	19.0	Cortex	CP	PFC	Newborn Excitatory Neuron - early born
S22.E11	IN-CTX-CGE2	Sample11	19.0	Cortex	CP	PFC	CGE/LGE-derived inhibitory neurons
S22.F11	OPC	Sample11	19.0	Cortex	CP	PFC	Oligodendrocyte progenitor cell
S22.H11	EN-V1-2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron V1
S22.A12	EN-PFC2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S22.B12	IN-CTX-CGE1	Sample11	19.0	Cortex	CP	PFC	CGE/LGE-derived inhibitory neurons
S22.F12	EN-PFC2	Sample11	19.0	Cortex	CP	PFC	Early and Late Born Excitatory Neuron PFC
S22.G12	EN-V1-1	Sample11	19.0	Cortex	CP	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.A1	nEN-early1	Sample14	13.3	Cortex	All	V1	Newborn Excitatory Neuron - early born
S23.B1	vRG	Sample14	13.3	Cortex	All	V1	Ventricular Radial Glia
S23.D1	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.F1	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.G1	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.A2	nEN-early1	Sample14	13.3	Cortex	All	V1	Newborn Excitatory Neuron - early born
S23.C2	RG-div1	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (G2/M-phase)
S23.D2	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.E2	vRG	Sample14	13.3	Cortex	All	V1	Ventricular Radial Glia
S23.F2	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.G2	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.H2	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.B3	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.F3	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.H3	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.A4	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.B4	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.C4	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.D4	RG-div1	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (G2/M-phase)
S23.E4	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.H4	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.A5	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.B5	IPC-div2	Sample14	13.3	Cortex	All	V1	Intermediate Progenitor Cells RG-like
S23.E5	nEN-early1	Sample14	13.3	Cortex	All	V1	Newborn Excitatory Neuron - early born
S23.F5	RG-div1	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (G2/M-phase)
S23.G5	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.H5	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.B6	RG-div1	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (G2/M-phase)
S23.D6	nEN-early2	Sample14	13.3	Cortex	All	V1	Newborn Excitatory Neuron - early born
S23.F6	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.G6	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.H6	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.A7	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.B7	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.C7	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.D7	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.E7	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.F7	tRG	Sample14	13.3	Cortex	All	V1	Truncated Radial Glia
S23.A8	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.B8	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.D8	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.E8	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.H8	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.B9	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.C9	IPC-nEN2	Sample14	13.3	Cortex	All	V1	Intermediate Progenitor Cells EN-like
S23.D9	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.E9	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.F9	RG-div2	Sample14	13.3	Cortex	All	V1	Dividing Radial Glia (S-phase)
S23.G9	IN-CTX-CGE2	Sample14	13.3	Cortex	All	V1	CGE/LGE-derived inhibitory neurons
S23.H9	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.A10	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.B10	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.D10	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.E10	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.F10	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.G10	EN-PFC1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron PFC
S23.A11	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.B11	vRG	Sample14	13.3	Cortex	All	V1	Ventricular Radial Glia
S23.D11	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.F11	IN-CTX-MGE2	Sample14	13.3	Cortex	All	V1	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S23.G11	nEN-early1	Sample14	13.3	Cortex	All	V1	Newborn Excitatory Neuron - early born
S23.A12	RG-early	Sample14	13.3	Cortex	All	V1	earlyRG
S23.C12	EN-V1-1	Sample14	13.3	Cortex	All	V1	Early Born Deep Layer/subplate Excitatory Neuron V1
S23.D12	vRG	Sample14	13.3	Cortex	All	V1	Ventricular Radial Glia
S23.E12	nEN-early2	Sample14	13.3	Cortex	All	V1	Newborn Excitatory Neuron - early born
S23.H12	vRG	Sample14	13.3	Cortex	All	V1	Ventricular Radial Glia
S24.D1	RG-div1	Sample14	13.3	Cortex	All	PFC	Dividing Radial Glia (G2/M-phase)
S24.E1	vRG	Sample14	13.3	Cortex	All	PFC	Ventricular Radial Glia
S24.F1	EN-V1-1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S24.H1	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.C2	EN-V1-2	Sample14	13.3	Cortex	All	PFC	Early and Late Born Excitatory Neuron V1
S24.E2	EN-V1-1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron V1
S24.G2	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.H2	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.A3	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.B3	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.F3	EN-PFC3	Sample14	13.3	Cortex	All	PFC	Early and Late Born Excitatory Neuron PFC
S24.G3	IN-CTX-MGE2	Sample14	13.3	Cortex	All	PFC	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S24.A4	IPC-nEN2	Sample14	13.3	Cortex	All	PFC	Intermediate Progenitor Cells EN-like
S24.B4	IN-CTX-MGE2	Sample14	13.3	Cortex	All	PFC	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched
S24.C4	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.E4	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.F4	vRG	Sample14	13.3	Cortex	All	PFC	Ventricular Radial Glia
S24.G4	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
S24.H4	EN-PFC1	Sample14	13.3	Cortex	All	PFC	Early Born Deep Layer/subplate Excitatory Neuron PFC
